FKZ;Ressort;Referat;PT;Arb.-Einh.;Zuwendungsempfaenger;Gemeindekennziffer;Stadt/Gemeinde;Ort;Land;Staat;AusfuehrendeStelle;Gemeindekennziffer_1;Stadt/Gemeinde_2;Ort_3;Land_4;Staat_5;Thema;Leistungsplansystematik;KlartextLeistungsplansystematik;LaufzeitVon;LaufzeitBis;FoerdersummeInEUR;Foerderprofil;Verbundprojekt
0329800A/0;BMWi;IIC6;PT-J;ESN1;FLABEG GmbH & Co. KG;9563000;Fuerth;Fuerth;Bayern;;FLABEG GmbH & Co. KG;9563000;Fuerth;Fuerth;Bayern;;Verbundprojekt: Hochtransmissive Floatglaeser fuer den gesamten solaren Bereich durch strukturierte, anorganische Antireflexschichten;EA4300;Regenerative und energieeffiziente Waerme- und Kaeltenutzung;1011998;30092001;1013508;Technologie- und Innovationsfoerderung;Antireflexschichten fuer solare Anwendung
0335006L/2;BMWi;IIC6;PT-J;ESN1;Philipps-Universitaet Marburg;6534014;Marburg, Universitaetsstadt;Marburg;Hessen;;Philipps-Universitaet Marburg - Fachbereich Physik;6534014;Marburg, Universitaetsstadt;Marburg;Hessen;;Solaroptimiertes Bauen - Teilkonzept 3: Passiv - Verwaltungsgebaeude Coelbe: Messtechnische Begleitung und systemtechnische Untersuchungen;EA4300;Regenerative und energieeffiziente Waerme- und Kaeltenutzung;1111997;31122003;409402;Technologie- und Innovationsfoerderung;
50WB9730/3;BMWi;IVD5;DLR-RFM;RD-RW;Heinrich-Heine-Universitaet Duesseldorf;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Heinrich-Heine-Universitaet Duesseldorf - Universitaetsklinikum und Medizinische Fakultaet - Institut fuer Haemostaseologie und Transfusionsmedizin;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Der Einfluss der Schwerelosigkeit auf die Verteilung ausgewaehlter Phnotypen immunkompetenter zellen der Niere und des Thymus von Xiphophorus helleri sowie auf die Phagozytoseleistung und Chemotaxis von Phagozyten;IB3020;Forschung unter Weltraumbedingungen - Biowissenschaften und Medizin;1011998;31121999;183599;Technologie- und Innovationsfoerderung;
01RC0090;BMBF;727;PT-DLR;UF;BASF SE;7314000;Ludwigshafen am Rhein, Stadt;Ludwigshafen am Rhein;Rheinland-Pfalz;;BASF SE - Abt. DUU/OO - Z 570;7314000;Ludwigshafen am Rhein, Stadt;Ludwigshafen am Rhein;Rheinland-Pfalz;;Computerunterstuetzte Neustoffentwicklung von oekologisch fortschrittlichen Produkten;FD8030;Integrierter Umweltschutz im Bereich Chemie und Kunststoffe;1081998;31122001;478517;Technologie- und Innovationsfoerderung;
0319179D/8;BMBF;726;PT-J;BIO7;TueV Rheinland Sicherheit und Umweltschutz GmbH;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;TueV Rheinland Sicherheit und Umweltschutz GmbH - Institut fuer Umweltschutz und Energietechnik;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;Biologische Behandlung von Problemabfaellen und -abwaessern - Begleitforschung i.R. der Demonstrationsanlage (Jakarta);B00409;Internationale Kooperationen;1101997;30042003;767082;Technologie- und Innovationsfoerderung;
D251900B/0;BMBF;314;BIBB;A3.3;Ministerium fuer Wirtschaft, Arbeit und Wohnungsbau Baden-Wuerttemberg;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Fraunhofer-Institut fuer Arbeitswirtschaft und Organisation (IAO);8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;aeltere Mitarbeiter im 'Lernenden Unternehmen' mit Multimedia Unterstuetzung;OB1050;Versuchs- und Modelleinrichtungen und -programme im Bereich der beruflichen Bildung;1101997;30092001;216116;Forschung und Entwicklung zur Daseinsvorsorge;
D252300 /0;BMBF;314;BIBB;A3.3;Ministerium fuer Wirtschaft, Arbeit und Wohnungsbau Baden-Wuerttemberg;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;MTU Friedrichshafen GmbH;8435016;Friedrichshafen, Stadt;Friedrichshafen;Baden-Wuerttemberg;;Verknuepfung der Berufsausbildung mit Organisationsenwicklung;OB1050;Versuchs- und Modelleinrichtungen und -programme im Bereich der beruflichen Bildung;1101997;31032001;342465;Forschung und Entwicklung zur Daseinsvorsorge;
D252300B/2;BMBF;314;BIBB;A3.3;Ministerium fuer Wirtschaft, Arbeit und Wohnungsbau Baden-Wuerttemberg;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Paedagogische Hochschule Freiburg;8311000;Freiburg im Breisgau, Stadt;Freiburg im Breisgau;Baden-Wuerttemberg;;Verknuepfung der Berufsausbildung mit Organisaitonsentwicklung;OB1050;Versuchs- und Modelleinrichtungen und -programme im Bereich der beruflichen Bildung;1101997;31032001;139012;Forschung und Entwicklung zur Daseinsvorsorge;
19K9758 /4;BMWi;IVA3;PT-MVT;MVBW;Kommunalverband Grossraum Hannover;3241001;Hannover, Landeshauptstadt;Hannover;Niedersachsen;;Kommunalverband Grossraum Hannover - Fachbereich oePNV;3241001;Hannover, Landeshauptstadt;Hannover;Niedersachsen;;ADAM-PRE Konkretisierung der Projektidee - ADAM der Region Hannover-Braunschweig im Rahmen des Ideenwettbewerbs 'Mobilitaet in Ballungsraeumen';HA2050;Leit- und Informationssysteme fuer den Strassenverkehr;1081997;31011998;6128;Technologie- und Innovationsfoerderung;
0339869 /3;BMBF;727;PT-J;UMW;nobilia-Werke J. Stickling GmbH & Co. KG;5754044;Verl, Stadt;Verl;Nordrhein-Westfalen;;nobilia-Werke J. Stickling GmbH & Co. KG;5754044;Verl, Stadt;Verl;Nordrhein-Westfalen;;Verbundprojekt: Umweltfreundliche Moebel - Teilvorhaben: Nobila-Kuechenmoebel;FD8010;Integrierter Umweltschutz in der Holzwirtschaft und Moebelindustrie;1061998;31052001;278415;Technologie- und Innovationsfoerderung;Umweltfreundliche Moebel
0311754 /1;BMBF;615;PT-J;BIO2;Agrobiogen GmbH;9174147;Hilgertshausen-Tandern;Hilgertshausen-Tandern;Bayern;;Agrobiogen GmbH;9174147;Hilgertshausen-Tandern;Hilgertshausen-Tandern;Bayern;;Verbundprojekt: Modellregion Muenchen: Produktion von Lebensmittelenzymen in der Milch von Rindern;B01004;BioRegio;1121997;31052001;369204;Technologie- und Innovationsfoerderung;Modellregion Muenchen: Genfarming
01RV9705/4;BMBF;727;PT-DLR;UF;FKuR - Forschungsinstitut Kunststoff und Recycling GmbH;5166036;Willich, Stadt;Willich;Nordrhein-Westfalen;;FKuR - Forschungsinstitut Kunststoff und Recycling GmbH;5166036;Willich, Stadt;Willich;Nordrhein-Westfalen;;Verbundprojekt: Werkstoffliches Recycling von TSE-Gummireststoffen im Feinstkornbereich - Teilvorhaben 3: Entwicklung von Technologien und Einsatzmoeglichkeiten sowie Gesamtprojektkoordination;FC3080;Behandlung von Abfaellen;1111997;31052001;410419;Forschung und Entwicklung zur Daseinsvorsorge;Recycling von Gummi-Feinstmehl
13N7279 /7;BMBF;514;PT-VDI;TZ-PT;Mehler Aktiengesellschaft;8337062;Klettgau;Klettgau;Baden-Wuerttemberg;;Mehler Aktiengesellschaft;8337062;Klettgau;Klettgau;Baden-Wuerttemberg;;Verbundprojekt: Grundlagenuntersuchungen zur Plasmabehandlung von technischen Textilien - Teilvorhaben: Verbesserung der Hydrolysebestaendigkeit und der Beschichtungshaftung von Armierungsgeweben durch Plasmabehandlung;L03000;Plasmatechnik (ohne Fusion);1101997;31122000;9976;Technologie- und Innovationsfoerderung;Grundlagenuntersuchungen zur Plasmabehandlung von Technischen Textilien
21LB223 /2;BMBF;314;BIBB;AB 4.3;Ministerium fuer Landwirtschaft und Umwelt des Landes Sachsen-Anhalt;15003000;Magdeburg, Landeshauptstadt;Magdeburg;Sachsen-Anhalt;;Lehr- und Versuchsanstalt Iden;15090270;Iden;Iden;Sachsen-Anhalt;;LWS Schweinehaltung der Lehr- und Versuchsanstalt Iden;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;18111997;31122001;3465925;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LG114 /0;BMBF;314;BIBB;AB 4.3;Handwerkskammer Ostmecklenburg-Vorpommern;13003000;Rostock, Hansestadt;Rostock;Mecklenburg-Vorpommern;;Handwerkskammer Ostmecklenburg-Vorpommern - Handwerkerbildungszentrum Rostock;13003000;Rostock, Hansestadt;Rostock;Mecklenburg-Vorpommern;;Handwerkerbildungszentrum Rostock;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;1011997;31121997;511241;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LG115 /0;BMBF;314;BIBB;AB 4.3;Koenigsbruecker Ausbildungsstaette gGmbH;14625270;Koenigsbrueck, Stadt;Koenigsbrueck;Sachsen;;Koenigsbruecker Ausbildungsstaette gGmbH;14625270;Koenigsbrueck, Stadt;Koenigsbrueck;Sachsen;;ueBS Koenigsbrueck;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;1011997;31121997;100725;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LG116 /1;BMBF;314;BIBB;AB 4.3;Handwerkskammer zu Leipzig;14713000;Leipzig, Stadt;Leipzig;Sachsen;;Berufsbildungs- und Technologiezentrum Borsdorf;14729060;Borsdorf;Borsdorf;Sachsen;;Berufsbildungs- und Technologiezentrum Borsdorf;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;1011997;31121998;241074;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LT540I/0;BMBF;314;BIBB;AB 4.3;Innung Sanitaer Heizung Klima Koeln;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;Innung Sanitaer Heizung Klima Koeln;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;Ausstattung der ueBS in Koeln-Kalk;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;10111997;31121999;460163;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LT549I/8;BMBF;314;BIBB;AB 4.3;Baeckerinnungs-Verband Westfalen-Lippe;5911000;Bochum, Stadt;Bochum;Nordrhein-Westfalen;;Baeckerinnungs-Verband Westfalen-Lippe;5911000;Bochum, Stadt;Bochum;Nordrhein-Westfalen;;Modernisierung der ueBS 'Erste Deutsche Baeckerfachschule' Olpe;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;10111997;31121998;145130;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LT602I/6;BMBF;314;BIBB;AB 4.3;Handwerkskammer Freiburg;8311000;Freiburg im Breisgau, Stadt;Freiburg im Breisgau;Baden-Wuerttemberg;;Handwerkskammer Freiburg;8311000;Freiburg im Breisgau, Stadt;Freiburg im Breisgau;Baden-Wuerttemberg;;Modernisierung der Ausstattung der Gewerbeakademie Freiburg;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;8101997;31121998;63196;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LT600I/4;BMBF;314;BIBB;AB 4.3;Handwerkskammer Hannover;3241001;Hannover, Landeshauptstadt;Hannover;Niedersachsen;;Handwerkskammer Hannover;3241001;Hannover, Landeshauptstadt;Hannover;Niedersachsen;;Modernisierung der Ausstattung im FBZ der Handwerkskammer Hannover in Garbsen;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;28101997;31101998;77154;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LT630I/9;BMBF;314;BIBB;AB 4.3;Handwerkskammer Luebeck;1003000;Luebeck, Hansestadt;Luebeck;Schleswig-Holstein;;Handwerkskammer Luebeck;1003000;Luebeck, Hansestadt;Luebeck;Schleswig-Holstein;;Modernisierung der Ausstattung fuer die BBZ's der Handwerkskammer Luebeck in Kiel und Elmshorn;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;30101997;31121999;47704;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LT644I/0;BMBF;314;BIBB;AB 4.3;GARP-Bildungszentrum fuer die IHK Region Stuttgart e. V.;8116056;Plochingen, Stadt;Plochingen;Baden-Wuerttemberg;;GARP-Bildungszentrum fuer die IHK Region Stuttgart e. V.;8116056;Plochingen, Stadt;Plochingen;Baden-Wuerttemberg;;Modernisierung durch Ergaenzungsausstattungen in den GARP - Bildungsstaetten in Ruit und Plochingen;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;1111997;30061998;33464;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
D068500 /0;BMBF;314;BIBB;A3.3;Bayerisches Staatsministerium fuer Wirtschaft, Infrastruktur, Verkehr und Technologie;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Berufliche Fortbildungszentren der Bayerischen Arbeitgeberverbaende e.V.;9564000;Nuernberg;Nuernberg;Bayern;;Handlungskonzept zur Verbesserung der betrieblichen Beteiligung an Nachqualifizierungsmassnahmen;OB1050;Versuchs- und Modelleinrichtungen und -programme im Bereich der beruflichen Bildung;1121997;31032002;419598;Forschung und Entwicklung zur Daseinsvorsorge;
D068500B/3;BMBF;314;BIBB;A3.3;Bayerisches Staatsministerium fuer Wirtschaft, Infrastruktur, Verkehr und Technologie;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;ISOB Institut fuer sozialwissenschaftliche Beratung GmbH;9362000;Regensburg;Regensburg;Bayern;;Handlungskonzept zur Verbesserung der betrieblichen Beteiligung an Nachqualifizierungsmassnahmen;OB1050;Versuchs- und Modelleinrichtungen und -programme im Bereich der beruflichen Bildung;1121997;30092002;235602;Forschung und Entwicklung zur Daseinsvorsorge;
D252200 /2;BMBF;314;BIBB;A3.3;Ministerium fuer Wirtschaft, Arbeit und Wohnungsbau Baden-Wuerttemberg;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;DEKRA Akademie GmbH;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Controlling-Wissen als Zusatzqualifikation fuer Mitarbeiter/innen in kleinen und mittleren Unternehmen;OB1050;Versuchs- und Modelleinrichtungen und -programme im Bereich der beruflichen Bildung;1101997;31032000;229453;Forschung und Entwicklung zur Daseinsvorsorge;
D252200B/5;BMBF;314;BIBB;A3.3;Ministerium fuer Wirtschaft, Arbeit und Wohnungsbau Baden-Wuerttemberg;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Universitaet Bielefeld - Fakultaet fuer Paedagogik;5711000;Bielefeld, Stadt;Bielefeld;Nordrhein-Westfalen;;Controlling-Wissen als Zusatzqualifikation fuer Mitarbeiter / innen in kleinen und mittleren Unternehmen;OB1050;Versuchs- und Modelleinrichtungen und -programme im Bereich der beruflichen Bildung;1101997;31032000;94427;Forschung und Entwicklung zur Daseinsvorsorge;
50TT9743/6;BMWi;IVD5;DLR-RFM;RD-RR;Universitaet Bremen;4011000;Bremen, Stadt;Bremen;Bremen;;Universitaet Bremen - Zentrum fuer angewandte Raumfahrttechnologie und Mikrogravitation (ZARM);4011000;Bremen, Stadt;Bremen;Bremen;;Entwicklung eines Miniatur-Laser-Doppler-Anemometers fuer umgebungsangepasste Geschwindigkeitsmessung;IB1040;Technologieentwicklungen fuer extraterrestrische Missionen;1011998;30062000;107269;Technologie- und Innovationsfoerderung;
0311755 /2;BMBF;615;PT-J;BIO2;MondoGen Leberzellspezifische Gentransfersysteme GmbH;9184138;Planegg;Planegg;Bayern;;MondoGen Leberzellspezifische Gentransfersysteme GmbH;9184138;Planegg;Planegg;Bayern;;Verbundprojekt: Modellregion Muenchen: Leberzellspezifische Gentransfer-Vektoren und Gentherapie-Methoden;B01004;BioRegio;1071999;31122001;697535;Technologie- und Innovationsfoerderung;Modellregion Muenchen: Leberzellspezifische in vivo-Therapeutika
50OF9701/5;BMWi;IVD5;DLR-RFM;RD-RX;Westfaelische Wilhelms-Universitaet Muenster;5515000;Muenster, Stadt;Muenster;Nordrhein-Westfalen;;Westfaelische Wilhelms-Universitaet Muenster - Fachbereich 14 Geowissenschaften - Institut fuer Planetologie;5515000;Muenster, Stadt;Muenster;Nordrhein-Westfalen;;Der Staub in Halley Koma: Synthese der Ergebnisse der Experimente PIA/PUMA1&2 auf Giotto/VEGA1&2 mit neuen Beobachtungen;IB1030;Astronomie und Astrophysik;1121997;31122000;97836;Technologie- und Innovationsfoerderung;
01GLO10 /1;BMBF;511;PT-DLR;NM;Springer-Verlag GmbH & Co. KG;8221000;Heidelberg, Stadt;Heidelberg;Baden-Wuerttemberg;;Springer-Verlag GmbH & Co. KG - Corporate Development;8221000;Heidelberg, Stadt;Heidelberg;Baden-Wuerttemberg;;Verbundprojekt: Beteiligung an fachuebergreifenden, kooperativen Initiativen zur Entwicklung und Nutzung von globalen elektronischen und multimedialen Informationssystemen fuer Naturwissenschaft und Technik (GLOBAL-INFO - Vorprojekt Verlage);GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1011998;31121999;51129;Technologie- und Innovationsfoerderung;GLOBAL-INFO
01GLO11 /2;BMBF;511;PT-DLR;NM;Verlag Carl Hanser GmbH & Co.;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Verlag Carl Hanser GmbH & Co.;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Verbundprojekt: Beteiligung an fachuebergreifenden, kooperativen Initiativen zur Entwicklung und Nutzung von globalen elektronischen und multimedialen Informationssystemen fuer Naturwissenschaft und Technik (GLOBAL-INFO - Vorprojekt Verlage);GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1011998;31121999;51129;Technologie- und Innovationsfoerderung;GLOBAL-INFO
01GLO12 /3;BMBF;511;PT-DLR;NM;J.F. Lehmanns Medizinische Buchhandlung GmbH;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;J.F. Lehmanns Medizinische Buchhandlung GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;Verbundprojekt: Beteiligung an fachuebergreifenden, kooperativen Initiativen zur Entwicklung und Nutzung von globalen elektronischen und multimedialen Informationssystemen fuer Naturwissenschaft und Technik (GLOBAL-INFO - Vorprojekt Verlage);GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1011998;31121999;51129;Technologie- und Innovationsfoerderung;GLOBAL-INFO
01GLO13 /4;BMBF;511;PT-DLR;NM;Verlag Leske & Budrich GmbH;5316000;Leverkusen, Stadt;Leverkusen;Nordrhein-Westfalen;;Verlag Leske & Budrich GmbH;5316000;Leverkusen, Stadt;Leverkusen;Nordrhein-Westfalen;;Verbundprojekt: Beteiligung an fachuebergreifenden, kooperativen Initiativen zur Entwicklung und Nutzung von globalen elektronischen und multimedialen Informationssystemen fuer Naturwissenschaft und Technik (GLOBAL-INFO - Vorprojekt Verlage);GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1011998;31121999;51129;Technologie- und Innovationsfoerderung;GLOBAL-INFO
13N7273 /1;BMBF;514;PT-VDI;TZ-PT;AmaTech AG;9777159;Pfronten;Pfronten;Bayern;;AmaTech AG;9777159;Pfronten;Pfronten;Bayern;;Verbundprojekt: Praezises Oberflaechenreinigen von technischen und natuerlichen Werkstoffen - Teilvorhaben: Laserunterstuetztes Reinigen von Mikrosystemen - Bond Pads;L01160;Optische Technologien: Applikationsuebergreifende Technologiefeldentwicklung;1101997;31032000;223819;Technologie- und Innovationsfoerderung;Praezises Oberflaechenreinigen von technischen und natuerlichen Werkstoffen
01GLO02 /5;BMBF;511;PT-DLR;NM;Verlag Harri Deutsch GmbH;6412000;Frankfurt am Main, Stadt;Frankfurt am Main;Hessen;;Verlag Harri Deutsch GmbH;6412000;Frankfurt am Main, Stadt;Frankfurt am Main;Hessen;;Verbundprojekt: Beteiligung an fachuebergreifenden, kooperativen Initiativen zur Entwicklung und Nutzung von globalen elektronischen und multimedialen Informationssystemen fuer Naturwissenschaft und Technik (GLOBAL-INFO - Vorprojekt Verlage);GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1011998;31121999;51129;Technologie- und Innovationsfoerderung;GLOBAL-INFO
01GLO03 /6;BMBF;511;PT-DLR;NM;Westdeutscher Verlag GmbH;6414000;Wiesbaden, Landeshauptstadt;Wiesbaden;Hessen;;Westdeutscher Verlag GmbH;6414000;Wiesbaden, Landeshauptstadt;Wiesbaden;Hessen;;Verbundprojekt: Beteiligung an fachuebergreifenden, kooperativen Initiativen zur Entwicklung und Nutzung von globalen elektronischen und multimedialen Informationssystemen fuer Naturwissenschaft und Technik (GLOBAL-INFO - Vorprojekt Verlage);GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1011998;31121999;51129;Technologie- und Innovationsfoerderung;GLOBAL-INFO
01LU9704/2;BMBF;724;PT-DLR;UF;Universitaet Bremen;4011000;Bremen, Stadt;Bremen;Bremen;;Universitaet Bremen - Institut fuer Fernerkundung;4011000;Bremen, Stadt;Bremen;Bremen;;Bestimmung solarer UV-B Strahlung aus GOME-Satellitendaten;FA1085;Ozonforschung;1031998;31082001;257153;Forschung und Entwicklung zur Daseinsvorsorge;
01GLO04 /7;BMBF;511;PT-DLR;NM;Verlag Hogrefe GmbH & Co. KG;3159016;Goettingen, Stadt;Goettingen;Niedersachsen;;Verlag Hogrefe GmbH & Co. KG;3159016;Goettingen, Stadt;Goettingen;Niedersachsen;;Verbundprojekt: Beteiligung an fachuebergreifenden, kooperativen Initiativen zur Entwicklung und Nutzung von globalen elektronischen und multimedialen Informationssystemen fuer Naturwissenschaft und Technik (GLOBAL-INFO - Vorprojekt Verlage);GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1011998;31121999;51129;Technologie- und Innovationsfoerderung;GLOBAL-INFO
1461137 /7;BMBF;727;PT-UBA;III 3.6;uve Institut fuer Technische Chemie und Umweltschutz GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;uve Institut fuer Technische Chemie und Umweltschutz GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;Thermisch-katalytische Spaltung als neuartiges Verfahren zum vollstaendigen Abbau organischer Schadstoffe Vorphase - Teilvorhaben 2: Technische Konzeption;FC1040;Erfassung und Bewertung von Altlasten;1101997;30041998;33169;Forschung und Entwicklung zur Daseinsvorsorge;
DAD1997 /8;BMBF;213;BF;;Deutscher Akademischer Austauschdienst e.V.;5314000;Bonn, Stadt;Bonn;Nordrhein-Westfalen;;Deutscher Akademischer Austauschdienst e.V.;5314000;Bonn, Stadt;Bonn;Nordrhein-Westfalen;;Praesentation der Studien- und Forschungsmoeglichkeiten an deutschen Hochschulen in Lateinamerika;RE8050;Wissenschaftliche Zusammenarbeit mit anderen Staaten (soweit nicht in anderen Bereichen);1091997;31121998;355890;Technologie- und Innovationsfoerderung;
18S0135 /4;BMWi;IVD1;PT-J;MGS1;TechnoTrans-Gesellschaft zur Foerderung von Wissenschaft, Forschung und Innovation e.V.;13003000;Rostock, Hansestadt;Rostock;Mecklenburg-Vorpommern;;TechnoTrans-Gesellschaft zur Foerderung von Wissenschaft, Forschung und Innovation e.V.;13003000;Rostock, Hansestadt;Rostock;Mecklenburg-Vorpommern;;TEBEF 3 - Hydrowing: Konzeptentwicklung, Aero- und Strukturmechanik;HB4030;Schifffahrt;1101997;31072000;332272;Forschung und Entwicklung zur Daseinsvorsorge;
18S0135C/0;BMWi;IVD1;PT-J;MGS1;Ingenieurbuero Dr. Lorenz (IDL);13003000;Rostock, Hansestadt;Rostock;Mecklenburg-Vorpommern;;Ingenieurbuero Dr. Lorenz (IDL);13003000;Rostock, Hansestadt;Rostock;Mecklenburg-Vorpommern;;TEBEF 3 - Hydrowing: Messungen zur Verifizierung des Betriebsverhaltens;HB3020;Seegehende Transportsysteme, Spezialschiffe (abgeschlossen);1101997;31121999;97768;Forschung und Entwicklung zur Daseinsvorsorge;
